Name of Initiative,Organization Name,Location 1,State,Category,Unique ID,State Based
Primary Care First Model Options,MaineHealth Primary Care- Internal Medicine and Pediatrics- Portland,"22 Bramhall Street Portland, ME (43.652193, -70.275104)",ME,Accountable Care Models,1709,
Primary Care First Model Options,MaineHealth Primary Care- Internal Medicine and Pediatrics- Windham,"584 Roosevelt Trail Windham, ME (43.817372, -70.431488)",ME,Accountable Care Models,1710,
Primary Care First Model Options,MaineHealth Primary Care Internal Medicine- Bath,"108 Centre Street, Suite 200 Bath, ME (43.912218, -69.817514)",ME,Accountable Care Models,1711,
Primary Care First Model Options,"MaineHealth Primary Care Family Medicine- Maine St, Brunswick","329 Maine Street Brunswick, ME (43.896045, -69.969964)",ME,Accountable Care Models,1712,
Primary Care First Model Options,"MaineHealth Primary Care Family Medicine- Station Ave, Brunswick","22 Station Avenue, Ste 101 Brunswick, ME (43.911153, -69.965502)",ME,Accountable Care Models,1713,
Primary Care First Model Options,MaineHealth Primary Care Internal Medicine- Topsham,"1 Wellness Way, Ste A Topsham, ME (43.935427, -69.9578)",ME,Accountable Care Models,1714,
Primary Care First Model Options,MaineHealth Primary Care- Family Medicine- Saco,"13 Industrial Park Road Saco, ME (43.518822, -70.450427)",ME,Accountable Care Models,1715,
Primary Care First Model Options,MaineHealth Primary Care- Family Medicine- Sanford,"25A June Street Sanford, ME (43.447373, -70.767407)",ME,Accountable Care Models,1716,
Primary Care First Model Options,MaineHealth Primary Care- Family and Internal Medicine- Kennebunk,"2 Livewell Drive Kennebunk, ME (43.394, -70.528716)",ME,Accountable Care Models,1717,
Primary Care First Model Options,MaineHealth Primary Care- Internal Medicine- Biddeford,"46 Barra Road, Ste 201 / 202 Biddeford, ME (43.48412201900004, -70.49086098099997)",ME,Accountable Care Models,1718,
Primary Care First Model Options,"InterMed, P.A.","100 Foden Road South Portland, ME (43.636848, -70.327906)",ME,Accountable Care Models,1719,
Primary Care First Model Options,"InterMed, P.A.","259 Main Street Yarmouth, ME (43.801584, -70.189235)",ME,Accountable Care Models,1720,
Primary Care First Model Options,MaineHealth Primary Care Family Medicine- Rockport,"15 Anchor Dr, Rockport, ME (44.1460522, -69.088135)",ME,Accountable Care Models,1721,
Primary Care First Model Options,MaineHealth Primary Care Family Medicine- Waldoboro,"27 Mill Street Waldoboro, ME (44.0995, -69.381459)",ME,Accountable Care Models,1722,
Primary Care First Model Options,"MaineHealth Primary Care Internal Medicine- Anchor Dr, Rockport","15 Anchor Drive, Suite 202, Rockport, ME (44.1460522, -69.088135)",ME,Accountable Care Models,1723,
Primary Care First Model Options,"MaineHealth Primary Care Internal Medicine- Commercial St, Rockport","760 Commercial Street Rockport, ME (44.150835, -69.0868)",ME,Accountable Care Models,1724,
Primary Care First Model Options,MaineHealth Infectious Disease and Primary Care- Rockport,"4 Glen Clove Drive, Ste 102, Rockport, ME (44.1438887, -69.0885932)",ME,Accountable Care Models,1725,
Primary Care First Model Options,Wiscasset Family Health,"35 Water Street Wiscasset, ME (44.001691, -69.664654)",ME,Accountable Care Models,1726,
Primary Care First Model Options,"Northern Light Primary Care, Ellsworth","32 Resort Way, Ellsworth, ME (44.53321514396612, -68.40462631937332)",ME,Accountable Care Models,1727,
Primary Care First Model Options,"Northern Light Primary Care, Gouldsboro","37 Clinic Road, Gouldsboro, ME (44.468612672979305, -68.0933039952504)",ME,Accountable Care Models,1728,
Primary Care First Model Options,Martin's Point Health Care - Biddeford,"61 Barra Road, Biddeford, ME (43.485686040243905, -70.49105460312732)",ME,Accountable Care Models,1729,
Primary Care First Model Options,Martin's Point Health Care - Portland,"331 Veranda Street, Portland, ME (43.68869921364296, -70.24511741020024)",ME,Accountable Care Models,1730,
Primary Care First Model Options,Martin's Point Health Care - Gorham,"575 Main Street, Gorham, ME (43.69045970667639, -70.40250432230648)",ME,Accountable Care Models,1731,
Primary Care First Model Options,Martin's Point Health Care - Scarborough,"153 US Route 1, Scarborough, ME (43.59716377466037, -70.32425144752064)",ME,Accountable Care Models,1732,
Primary Care First Model Options,Martin's Point Health Care - Brunswick,"114 Bath Road, Brunswick, ME (43.90654491908222, -69.93202281646991)",ME,Accountable Care Models,1733,
Primary Care First Model Options,Northern Light Primary Care,"16 Concourse West, Waterville, ME (44.5501564, -69.6343326)",ME,Accountable Care Models,1734,
Primary Care First Model Options,"Erickson Health Medical Group of Michigan, PC","41100 Fox Run Road Novi, MI (42.511342, -83.453964)",MI,Accountable Care Models,1735,
Primary Care First Model Options,UMH-West Rockford Health Center,"4685 Belding Road Rockford, MI (43.086072, -85.55365)",MI,Accountable Care Models,1736,
Primary Care First Model Options,UMH-West Lowell Health Center,"2550 West Main Street Lowell, MI (42.930921, -85.3704)",MI,Accountable Care Models,1737,
Primary Care First Model Options,Beaumont Internal Medicine - Southfield,"29355 Northwestern Highway, Ste 210 Southfield, MI (42.503605, -83.313874)",MI,Accountable Care Models,1738,
Primary Care First Model Options,Beaumont Internal Medicine Associates - Wyandotte,"1700 Biddle Avenue Wyandotte, MI (42.216926, -83.150221)",MI,Accountable Care Models,1739,
Primary Care First Model Options,Beaumont Neighborhood Family Medicine - Warren,"29245 Ryan Road, Ste 300 Warren, MI (42.507755, -83.067545)",MI,Accountable Care Models,1740,
Primary Care First Model Options,Beaumont Parkside Medical Associates - Oxford,"25 S Washington Street, Ste A Oxford, MI (42.824387, -83.26469)",MI,Accountable Care Models,1741,
Primary Care First Model Options,Beaumont East Area Family Practice - Roseville,"30695 Little Mack, Ste 200 Roseville, MI (42.520974, -82.908782)",MI,Accountable Care Models,1742,
Primary Care First Model Options,Beaumont Family Medicine - Sterling Heights,"44250 Dequindre Road Sterling Heights, MI (42.617701, -83.091147)",MI,Accountable Care Models,1743,
Primary Care First Model Options,Beaumont Family Medicine - Newport,"3132 Newport Road, North Park Plaza Newport, MI (42.00709698800006, -83.31805797399994)",MI,Accountable Care Models,1744,
Primary Care First Model Options,Beaumont Family Medicine - Westland,"2001 South Merriman Road, Ste 100 Westland, MI (42.295296, -83.349166)",MI,Accountable Care Models,1745,
Primary Care First Model Options,Ascension St. John Hospital Warren Family Physicians,"11270 E 13 Mile Road Warren, MI (42.52131, -83.013495)",MI,Accountable Care Models,1746,
Primary Care First Model Options,Providence Park Livonia Family Practice,"37650 Professional Center Drive Livonia, MI (42.409721, -83.415858)",MI,Accountable Care Models,1747,
Primary Care First Model Options,Ascension Borgess Westside,"6565 West Main Kalamazoo, MI (42.295786, -85.678637)",MI,Accountable Care Models,1748,
Primary Care First Model Options,North Woodward Internal Medicine,"555 W 14 Mile Road, Suite 100, Clawson, MI (42.53288099194546, -83.15485502740128)",MI,Accountable Care Models,1749,
Primary Care First Model Options,Partners In Internal Medicine,"2200 Green Road, Suite B, Ann Arbor, MI (42.306749020845984, -83.6917959729637)",MI,Accountable Care Models,1750,
Primary Care First Model Options,Port Huron Family Care,"1979 Holland Avenue, Suite C, Port Huron, MI (43.01656101970772, -82.4462019942916)",MI,Accountable Care Models,1751,
Primary Care First Model Options,South Shore Family Practice,"107 W Main Street, Marquette, MI (46.49958301638233, -87.60806102659929)",MI,Accountable Care Models,1752,
Primary Care First Model Options,Cornerstone Romeo Plank Family Medical Center,"46591 Romeo Plank, Suite 200, Macomb, MI (42.64017400454739, -82.93746098081463)",MI,Accountable Care Models,1753,
Primary Care First Model Options,Lakefront Internists,"20952 12 Mile Road, Suite 100, St. Clair Shores, MI (42.50911599141969, -82.90689603560925)",MI,Accountable Care Models,1754,
Primary Care First Model Options,"Providence Family and Athletic Medicine, Novi","26750 Providence Parkway, Ortho Building 210, Novi, MI (42.48564201057221, -83.52412396274698)",MI,Accountable Care Models,1755,
Primary Care First Model Options,Cornerstone Internal Medicine,"17900 23 Mile Road, Suite 304, Macomb, MI (42.67017099199359, -82.94499295900809)",MI,Accountable Care Models,1756,
Primary Care First Model Options,Oakland Primary Care,"27450 Schoenherr, Suite 400, Warren, MI (42.49513200134743, -82.98624097508669)",MI,Accountable Care Models,1757,
Primary Care First Model Options,Dearborn Internal Medicine,"23874 Kean Street, Dearborn, MI (42.299392014881306, -83.26964804123605)",MI,Accountable Care Models,1758,
Primary Care First Model Options,Omni Medical,"22250 Providence Drive, Suite 202, Southfield, MI (42.45641599058007, -83.20590802617646)",MI,Accountable Care Models,1759,
Primary Care First Model Options,Cornerstone Pointe Family Physicians,"20225 E 9 Mile Road, Suite 100, St. Clair Shores, MI (42.46619599520517, -82.91350399279665)",MI,Accountable Care Models,1760,
Primary Care First Model Options,Premier Family Medicine Livingston,"1225 S Latson Road, Suite 340, Howell, MI (42.58248698086592, -83.87296200910255)",MI,Accountable Care Models,1761,
Primary Care First Model Options,River District Family Practice - Algonac,"1051 St. Clair River Drive, Algonac, MI (42.6178559879833, -82.53141248300331)",MI,Accountable Care Models,1762,
Primary Care First Model Options,River District Family Practice,"4014 South River Road, Bldg 6 - North, East China, MI (42.78791200499418, -82.47922401059382)",MI,Accountable Care Models,1763,
Primary Care First Model Options,Garfield Family Practice,"43900 Garfield, Suite 222, Clinton Township, MI (42.61980501591219, -82.95274797964504)",MI,Accountable Care Models,1764,
Primary Care First Model Options,Cornerstone Schoenherr Family Practice,"13350 24 Mile Road, Suite 200, Shelby Township, MI (42.68394799096694, -82.99765503173585)",MI,Accountable Care Models,1765,
Primary Care First Model Options,Cornerstone New Baltimore Family Physicians,"35050 23 Mile Road, Suite B, New Baltimore, MI (42.67598029737655, -82.75584768991696)",MI,Accountable Care Models,1766,
Primary Care First Model Options,Byron Medical,"1225 S Latson Road, Suite 350, Howell, MI (42.58248698086592, -83.87296200910255)",MI,Accountable Care Models,1767,
Primary Care First Model Options,Premier Family Physicians,"24100 Little Mack, St. Clair Shores, MI (42.47232698019238, -82.90620897100597)",MI,Accountable Care Models,1768,
Primary Care First Model Options,Park Internal Medicine,"26850 Providence Parkway, Suite 505, Novi, MI (42.486650982166935, -83.52201800957415)",MI,Accountable Care Models,1769,
Primary Care First Model Options,Normandy Family Physicians,"36367 Harper Avenue, Clinton Township, MI (42.565202993603975, -82.8724050069565)",MI,Accountable Care Models,1770,
Primary Care First Model Options,Livonia Family Medicine Associates,"33523 Eight Mile, Suite M2, Livonia, MI (42.439355003852086, -83.38091302820524)",MI,Accountable Care Models,1771,
Primary Care First Model Options,Farmington Hills Internists,"30055 Northwestern Highway, Suite 150/160, Farmington Hills, MI (42.505948009205014, -83.3211460352508)",MI,Accountable Care Models,1772,
Primary Care First Model Options,Ascension Medical Group Park Family Practice,"26850 Providence Parkway, Suite 370, Novi, MI (42.486650982166935, -83.52201800957415)",MI,Accountable Care Models,1773,
Primary Care First Model Options,Ascension Medical Group West Bloomfield Family Practice,"28455 Haggerty Road, Suite 100, Novi, MI (42.501904998208346, -83.43827500168153)",MI,Accountable Care Models,1774,
Primary Care First Model Options,Providence Farmington Hills Medical Group,"27970 Orchard Lake Road, Suite 1, Farmington Hills, MI (42.501516999910365, -83.35779096156256)",MI,Accountable Care Models,1775,
Primary Care First Model Options,Deighton Family Practice,"22250 Providence Drive, Suite 500, Southfield, MI (42.45641599058007, -83.20590802617646)",MI,Accountable Care Models,1776,
Primary Care First Model Options,Masonic Medical Center,"21099 Masonic, St. Clair Shores, MI (42.53285400221722, -82.90324596823345)",MI,Accountable Care Models,1777,
Primary Care First Model Options,Providence Medical Center South Lyon,"210 N Lafayette, South Lyon, MI (42.461727015889124, -83.65124499595316)",MI,Accountable Care Models,1778,
Primary Care First Model Options,St. John Family Medical Center,"24911 Little Mack, Suite C, St. Clair Shores, MI (42.47928798314152, -82.90766197392142)",MI,Accountable Care Models,1779,
Primary Care First Model Options,Harper Family Practice,"19901 E 10 Mile Road, St. Clair Shores, MI (42.48092698048845, -82.91577800312814)",MI,Accountable Care Models,1780,
Primary Care First Model Options,River District Family Practice - St. Clair,"1280 S Ninth Street, St. Clair, MI (42.817300005265196, -82.49493999522875)",MI,Accountable Care Models,1781,
Primary Care First Model Options,"Ram Surendran, MD, PC","1349 S Rochester Road, Suite 100, Rochester Hills, MI (42.661147998953766, -83.13174796436529)",MI,Accountable Care Models,1782,
Primary Care First Model Options,Allenwood Family Health Care,"11368 Allen Road, Taylor, MI (42.22285300131088, -83.23001597227064)",MI,Accountable Care Models,1783,
Primary Care First Model Options,Karu Medical Associates,"5685 Gratiot Road, Saginaw, MI (43.41499998393235, -84.0281960293782)",MI,Accountable Care Models,1784,
Primary Care First Model Options,March Medical Associates,"2252 N Monroe, Monroe, MI (41.94622999613463, -83.38270901859865)",MI,Accountable Care Models,1785,
Primary Care First Model Options,Imlay City Family Practice,"6672 Newark Road, Imlay City, MI (43.00641174750309, -83.07925896861931)",MI,Accountable Care Models,1786,
Primary Care First Model Options,Beaumont Associated Family Care Physicians - Warren,"8545 Common Road, Suite 338, Warren, MI (42.51421901980146, -83.02273603296966)",MI,Accountable Care Models,1787,
Primary Care First Model Options,Beaumont Associates of Internal Medicine - Troy,"38865 Dequindre, Suite 106, Troy, MI (42.57742900521376, -83.09018797385049)",MI,Accountable Care Models,1788,
Primary Care First Model Options,Beaumont Athens Clinic - Taylor,"15100 South Plaza Drive, Taylor, MI (42.19637398244643, -83.25758899713755)",MI,Accountable Care Models,1789,
Primary Care First Model Options,Beaumont Primary Care-Beverly Hills,"17392 W 13 Mile Road, Beverly Hills, MI (42.517229682562295, -83.21892073694447)",MI,Accountable Care Models,1790,
Primary Care First Model Options,Beaumont Blanzy Clinic - Southgate,"14319 Dix Toledo Road, Southgate, MI (42.20393198644925, -83.20488996021678)",MI,Accountable Care Models,1791,
Primary Care First Model Options,Beaumont Center for Internal Medicine,"27031 W Warren Road, Dearborn Heights, MI (42.34068103313131, -83.30789180291262)",MI,Accountable Care Models,1792,
Primary Care First Model Options,Beaumont Cherry Hill Internal Medical Associates - Canton,"2050 Haggerty Road, Suite 100, Canton, MI (42.32062798567145, -83.44829498019456)",MI,Accountable Care Models,1793,
Primary Care First Model Options,"Singletrack Health, PC","107 W Main Street, Suite 2, Marquette, MI (46.49958301638233, -87.60806102659929)",MI,Accountable Care Models,1794,
Primary Care First Model Options,Beaumont Civic Center Internal Medicine - Troy,"130 Town Center, Suite 209, Troy, MI (42.568135989163125, -83.15084898059762)",MI,Accountable Care Models,1795,
Primary Care First Model Options,Beaumont Family Care of Novi,"44130 W Twelve Mile, Novi, MI (42.49580900766691, -83.48343996493305)",MI,Accountable Care Models,1796,
Primary Care First Model Options,Bay Area Family Physicians,"34301 23 Mile Road, Suite 100, New Baltimore, MI (42.67674998970551, -82.76437702717463)",MI,Accountable Care Models,1797,
Primary Care First Model Options,Beaumont Family Medicine - Belleville,"201 Third Street, Suite 200, Belleville, MI (42.20596698681172, -83.48980602039481)",MI,Accountable Care Models,1798,
Primary Care First Model Options,Beaumont Family Medicine - Canton,"7330 N Canton Center Road, Suite 111, Canton, MI (42.337848982931035, -83.4872640406188)",MI,Accountable Care Models,1799,
Primary Care First Model Options,Beaumont Family Medicine - Farmington,"32754 Grand River, Farmington, MI (42.46253737329389, -83.37074945059953)",MI,Accountable Care Models,1800,
Primary Care First Model Options,Beaumont Family Medicine - Garden City,"29150 Ford Road, Garden City, MI (42.32595502041556, -83.32897498427377)",MI,Accountable Care Models,1801,
Primary Care First Model Options,Beaumont Family Medicine - Southgate,"15777 Northline Road, Suite 202, Southgate, MI (42.21241899869051, -83.21709300541184)",MI,Accountable Care Models,1802,
Primary Care First Model Options,"Donald C Jones, MD, PC","2600 Spring Arbor Road, Jackson, MI (42.22939700457704, -84.44982000833835)",MI,Accountable Care Models,1803,
Primary Care First Model Options,"Jonesville Healthcare, PLLC","216 Olds Street, Jonesville, MI (41.97878099138791, -84.66630403169724)",MI,Accountable Care Models,1804,
Primary Care First Model Options,Michigan Adult and Child Medicine,"11885 E 12 Mild Road, Suite 100A, Warren, MI (42.5075230107212, -83.00390399201024)",MI,Accountable Care Models,1805,
Primary Care First Model Options,Beaumont Internal Medicine - Berkley,"1949 W 12 Mile Road, Suite 100, Berkley, MI (42.50334283372476, -83.17733600388738)",MI,Accountable Care Models,1806,
Primary Care First Model Options,UMH-West Beltline Health Center,"1310 East Beltline Avenue SE, Grand Rapids, MI (42.93823699603706, -85.58408898561451)",MI,Accountable Care Models,1807,
Primary Care First Model Options,UMH-West Caledonia Health Center,"8941 North Rodgers Court SE, Caledonia, MI (42.80261499472084, -85.5079050294626)",MI,Accountable Care Models,1808,
Primary Care First Model Options,UMH-West Cedar Springs Health Center,"14211 White Creek Road, Cedar Springs, MI (43.22399698813632, -85.57321598081533)",MI,Accountable Care Models,1809,
Primary Care First Model Options,UMH-West Community Health Center,"781 - 36th Street SE, Grand Rapids, MI (42.89880399727207, -85.64838899562525)",MI,Accountable Care Models,1810,
Primary Care First Model Options,UMH-West Comstock Park Health Center,"4200 North Division, Comstock Park, MI (43.0401639980451, -85.66525900068937)",MI,Accountable Care Models,1811,
Primary Care First Model Options,UMH-West Hudsonville Health Center,"3912 - 32nd Avenue, Hudsonville, MI (42.83882598990519, -85.86135496658336)",MI,Accountable Care Models,1812,
Primary Care First Model Options,UMH-West Jenison Health Center,"7686 Georgetown Center Drive, Jenison, MI (42.9085159827529, -85.82740599560896)",MI,Accountable Care Models,1813,
Primary Care First Model Options,UMH-WEST SOUTHWEST-EAST HEALTH CENTER,"2215 - 44th Street SW, Suite 201, Wyoming, MI (42.88526299078262, -85.71970901718349)",MI,Accountable Care Models,1814,
Primary Care First Model Options,UMH-West Southwest-IM Health Center,"2215 - 44th Street SW, Suite 200, Wyoming, MI (42.88526299078262, -85.71970901718349)",MI,Accountable Care Models,1815,
Primary Care First Model Options,UMH-West Southwest-West Health Center,"2215 - 44th Street SW, Suite 200, Wyoming, MI (42.88526299078262, -85.71970901718349)",MI,Accountable Care Models,1816,
Primary Care First Model Options,UMH-West Wayland Health Center,"1113 West Superior St, Wayland, MI (42.67440, -85.65432)",MI,Accountable Care Models,1817,
Primary Care First Model Options,Beaumont Grosse Pointe Physicians and Surgeons,"17000 Kercheval Avenue, Suite 205, Grosse Pointe, MI (42.3898070177016, -82.91612601974799)",MI,Accountable Care Models,1818,
Primary Care First Model Options,Beaumont Internal Medicine - Dearborn,"17000 Hubbard Drive, Dearborn, MI (42.321903426190424, -83.21083234016331)",MI,Accountable Care Models,1819,
Primary Care First Model Options,Beaumont Internal Medicine - West Bloomfield,"6900 Orchard Lake Road, Suite 101, West Bloomfield, MI (42.53709398793853, -83.3619550072411)",MI,Accountable Care Models,1820,
Primary Care First Model Options,Beaumont Internal Medicine and Pediatrics - Royal Oak,"950 N Main Street, Royal Oak, MI (42.49756199889703, -83.14421503951039)",MI,Accountable Care Models,1821,
Primary Care First Model Options,Beaumont Internal Medicine Practice - Canton,"7330 N Canton Center Road, Suite 209, Canton, MI (42.337848982931035, -83.4872640406188)",MI,Accountable Care Models,1822,
Primary Care First Model Options,Beaumont Living Well Primary Care - Farmington Hills,"29645 W 14 Mile Road, Suite 110, Farmington Hills, MI (42.52835300403106, -83.34247999048907)",MI,Accountable Care Models,1823,
Primary Care First Model Options,Beaumont Medical Center - Redford,"15540 Beech Daly, Redford, MI (42.403107002565235, -83.29562800158543)",MI,Accountable Care Models,1824,
Primary Care First Model Options,Beaumont Midway Internal Medicine - Rochester Hills,"555 Barclay Circle, Suite 150, Rochester Hills, MI (42.64188097912907, -83.12418799061523)",MI,Accountable Care Models,1825,
Primary Care First Model Options,Beaumont Northside Family Medicine - Detroit,"14001 Greenfield, Detroit, MI (42.38861498534149, -83.19854301549427)",MI,Accountable Care Models,1826,
Primary Care First Model Options,Dearborn Family Clinic,"3133 S Telegraph, Dearborn, MI (42.2884310000988, -83.27050400118833)",MI,Accountable Care Models,1827,
Primary Care First Model Options,Beaumont Rochester Hills Family Physicians,"1202 Walton Boulevard, Suite 216, Rochester Hills, MI (42.68270901994907, -83.15037900728657)",MI,Accountable Care Models,1828,
Primary Care First Model Options,Beaumont Shorepointe Family Physicians - St. Clair Shores,"22646 Nine Mile Road, St. Clair Shores, MI (42.46643500517422, -82.89207498677638)",MI,Accountable Care Models,1829,
Primary Care First Model Options,Beaumont Shores Family Physicians - St. Clair Shores,"25631 Little Mack, Suite 103, St. Clair Shores, MI (42.48331800218827, -82.90769298696317)",MI,Accountable Care Models,1830,
Primary Care First Model Options,Beaumont Primary Care - Lakeview,"18325 E 10 Mile Road, Suite 300, Roseville, MI (42.48267200891053, -82.93255002374414)",MI,Accountable Care Models,1831,
Primary Care First Model Options,Beaumont Family Medicine - Grosse Pointe,"21400 East Eleven Mile Road, St. Clair Shores, MI (42.49538098578125, -82.89892400749909)",MI,Accountable Care Models,1832,
Primary Care First Model Options,Beaumont Farmington Village Family Practice,"28100 Grand River, Suite 313, Farmington Hills, MI (42.44494598472721, -83.32454699246425)",MI,Accountable Care Models,1833,
Primary Care First Model Options,Alliance Health Chesterfield,"30795 23 Mile Road, Suite 207, Chesterfield, MI (42.6763311, -82.808654)",MI,Accountable Care Models,1834,
Primary Care First Model Options,Alliance Health Clinton,"43421 Garfield Road, Suite 1, Clinton Township, MI (42.61538201133504, -82.95366898316595)",MI,Accountable Care Models,1835,
Primary Care First Model Options,Alliance Health Macomb,"50505 Schoenherr Road, Suite 300, Shelby Township, MI (42.66720300198867, -82.9981440319671)",MI,Accountable Care Models,1836,
Primary Care First Model Options,Alliance Health Mt Clemens,"133 S Main Street, Mt. Clemens, MI (42.59282999792734, -82.87960598379355)",MI,Accountable Care Models,1837,
Primary Care First Model Options,Alliance Health Shelby,"49310 Van Dyke Avenue, Shelby Township, MI (42.65776401509427, -83.03263900011436)",MI,Accountable Care Models,1838,
Primary Care First Model Options,Lakeshore Internal Medicine and Pediatric Associates,"437 N 120th Avenue, Holland, MI (42.810570994092416, -86.07788430794174)",MI,Accountable Care Models,1839,
Primary Care First Model Options,Roseville Family Practice,"28295 Schoenherr Road, Warren, MI (42.5022163, -82.9900646)",MI,Accountable Care Models,1840,
Primary Care First Model Options,Schoenherr Parkway Family Practice,"13951 Plumbrook, Sterling Heights, MI (42.57493400600504, -82.98725099441933)",MI,Accountable Care Models,1841,
Primary Care First Model Options,St. Clair Internists,"45640 Schoenherr Road, Shelby Township, MI (42.63161398592945, -82.99224803363543)",MI,Accountable Care Models,1842,
Primary Care First Model Options,Excel Health,"18161 W 12 Mile Road, Suite 2, Lathrup Village, MI (42.50213499763149, -83.22378796675419)",MI,Accountable Care Models,1843,
Primary Care First Model Options,Providence Pavilion Internal Medicine,"22255 Greenfield Road, Suite 280, Southfield, MI (42.456212016966305, -83.20204002931808)",MI,Accountable Care Models,1844,
Primary Care First Model Options,St. Clair Adult Medicine Specialists,"17141 Kercheval Avenue, Grosse Pointe, MI (42.39095999039287, -82.91490502791243)",MI,Accountable Care Models,1845,
Primary Care First Model Options,"Lakewood Family Medicine, PLC","382 120th Avenue, Holland, MI (42.808868020218256, -86.07915696039757)",MI,Accountable Care Models,1846,
Primary Care First Model Options,"Prime Care Medical Clinic, PLLC","5728 Schaefer Rd, Suite 103, Dearborn, MI (42.3309005, -83.1783839)",MI,Accountable Care Models,1847,
Primary Care First Model Options,Cornerstone Romeo Family Practice,"64580 Van Dyke, Suite C, Washington, MI (42.768592011541415, -83.01761896490008)",MI,Accountable Care Models,1848,
Primary Care First Model Options,"Thomas A. Kelly, DO, PC","1500 S Main Street, Eaton Rapids, MI (42.49522298690641, -84.65880197689813)",MI,Accountable Care Models,1849,
Primary Care First Model Options,St. John Center for Wellness,"18303 E 10 Mile Road, Suite 500, Roseville, MI (42.48254900448143, -82.93380596811595)",MI,Accountable Care Models,1850,
Primary Care First Model Options,"M-15 Family Medical Center, PC","7736 Ortonville Road, Clarkston, MI (42.751048017642944, -83.41926501291769)",MI,Accountable Care Models,1851,
Primary Care First Model Options,Holland Hospital Internal Medicine - North,"3235 N Wellness Drive, Building A Suite 120B, Holland, MI (42.82716500238848, -86.0874380292778)",MI,Accountable Care Models,1852,
Primary Care First Model Options,Holland Hospital Family Medicine - South Washington,"904 Washington Avenue, Holland, MI (42.76412600780097, -86.11739796871198)",MI,Accountable Care Models,1853,
Primary Care First Model Options,Holland Hospital Family Medicine - Zeeland,"8300 Westpark Way, Holland, MI (42.77358000000004, -86.10225999999994)",MI,Accountable Care Models,1854,
Primary Care First Model Options,Holland Hospital Primary Care - Saugatuck,"6490 Blue Star Highway, Saugatuck, MI (42.67708, -86.18161)",MI,Accountable Care Models,1855,
Primary Care First Model Options,Ascension Borgess Family and Internal Medicine Health Park,"3035 Capital SW, Battle Creek, MI (42.25874301151313, -85.19540001880164)",MI,Accountable Care Models,1856,
Primary Care First Model Options,"Younho Chung, MD, PC","497 E Columbia Avenue, Suite 13, Battle Creek, MI (42.299537985725124, -85.17818501460282)",MI,Accountable Care Models,1857,
Primary Care First Model Options,Ascension Borgess Internal Medicine MSB,"1717 Shaffer Street, North Professional Building Suite 108, Kalamazoo, MI (42.30824799850035, -85.5594910334607)",MI,Accountable Care Models,1858,
Primary Care First Model Options,Ascension Borgess Internal Medicine Woodbridge,"7775 Angling Road, Portage, MI (42.2043119800297, -85.64289700502664)",MI,Accountable Care Models,1859,
Primary Care First Model Options,Ascension Borgess ProMed Family Practice Richland,"8450 North 32nd Street, Richland, MI (42.382513001739284, -85.45432396487068)",MI,Accountable Care Models,1860,
Primary Care First Model Options,Ascension Borgess ProMed Family Practice Three Rivers,"1241 W Broadway, Three Rivers, MI (41.933392985692905, -85.65069896432138)",MI,Accountable Care Models,1861,
Primary Care First Model Options,Ascension Borgess ProMed Family Practice Woodbridge,"7901 Angling Road, Portage, MI (42.202925990430145, -85.64288300724834)",MI,Accountable Care Models,1862,
Primary Care First Model Options,Ascension Medical Group Sturgis,"1555 East Chicago Road, Sturgis, MI (41.8011817, -85.4024298)",MI,Accountable Care Models,1863,
Primary Care First Model Options,St. Luke's Primary Care - Shoal Creek,"8880 NE 82nd Terrace Kansas City, MO (39.243171, -94.473913)",MO,Accountable Care Models,1864,
Primary Care First Model Options,St. Luke's Primary Care - Platte City,"2703 Running Horse Road Platte City, MO (39.348123, -94.761425)",MO,Accountable Care Models,1865,
Primary Care First Model Options,Meritas Health Briarcliff,"5400 North Oak Trafficway, Suite 200, Kansas City, MO (39.19261198453262, -94.57704103299278)",MO,Accountable Care Models,1866,
Primary Care First Model Options,Meritas Health Landmark,"10161 N Ambassador Drive, Kansas City, MO (39.279253999367, -94.66882496823968)",MO,Accountable Care Models,1867,
Primary Care First Model Options,Meritas Health Vivion,"2000 NE Vivion Road, Suite 100, Kansas City, MO (39.18185699693015, -94.55651702105837)",MO,Accountable Care Models,1868,
Primary Care First Model Options,Barry Pointe Family Care,"9151 NE 81Street Terrace, Suite 105, Kansas City, MO (39.23898201400365, -94.46399103592336)",MO,Accountable Care Models,1869,
Primary Care First Model Options,Meritas Health Park Plaza,"6450 N Chatham Avenue, Kansas City, MO (39.21173001602838, -94.6437810150179)",MO,Accountable Care Models,1870,
Primary Care First Model Options,Meritas Health NKC,"2700 Clay Edwards Drive, Suite 400, North Kansas City, MO (39.14936199279006, -94.55316501415948)",MO,Accountable Care Models,1871,
Primary Care First Model Options,Meritas Health Gashland,"9411 North Oak Trafficway, Suite 100, Kansas City, MO (39.26576998981915, -94.57408297554315)",MO,Accountable Care Models,1872,
Primary Care First Model Options,Clay-Platte Family Medicine Clinic,"5501 NW 62nd Terrace, Suite 100, Kansas City, MO (39.20774400197331, -94.64495096106313)",MO,Accountable Care Models,1873,
Primary Care First Model Options,Summit Family and Sports Medicine Clinic,"3601 NE Ralph Powell Road, Suite C, Lee's Summit, MO (38.97734698326204, -94.3576120279532)",MO,Accountable Care Models,1874,
